N,Integration Value
2220,3.13075498530437
2230,3.114232618792251
2240,3.1550242720860364
2250,3.1304551308220576
2260,3.138923495253873
2270,3.139038033892052
2280,3.1289740755056705
2290,3.161539446357635
2300,3.1479655387876684
2310,3.1653792066844426
2320,3.1434831242014227
2330,3.133521352439752
2340,3.169942268579855
2350,3.1393484914802996
2360,3.1665440567814707
2370,3.145935689008328
2380,3.145700957779117
2390,3.1499460692513765
2400,3.1400445412834963
2410,3.1463433843144655
2420,3.149037663898935
2430,3.153341742807493
2440,3.144829714546818
2450,3.1094424992473235
2460,3.1605798375911944
2470,3.1319126623892206
2480,3.144596396574533
2490,3.131807206166632
2500,3.1740900179232323
2510,3.1387420972513875
2520,3.1359991478534885
2530,3.1407774149119096
2540,3.1431129398001136
2550,3.1435869003315364
2560,3.134145555324903
2570,3.136835686854826
2580,3.121081858683195
2590,3.1481450383648073
2600,3.157333299635192
2610,3.13979299763573
2620,3.1488153984042673
2630,3.1341704395751835
2640,3.1449833836013603
2650,3.1208470365465972
2660,3.152316518828102
2670,3.1394050203404733
2680,3.1426742099023404
2690,3.158132835293805
2700,3.1509439740763514
2710,3.1401804019710844
2720,3.157936737935559
2730,3.151011438354631
2740,3.1635977443439223
2750,3.136646368531819
2760,3.1363226013324352
2770,3.1349937675235773
2780,3.1291805030433517
2790,3.141370689845105
2800,3.1552336462070127
2810,3.147357753578498
2820,3.1455807564005633
2830,3.1475895018986195
2840,3.1536972484760644
2850,3.1625014222043566
2860,3.1131530760437616
2870,3.114960011631716
2880,3.1379984274722825
2890,3.148052247020659
2900,3.145588172198919
2910,3.1335648795052236
2920,3.1414541217471093
2930,3.147070833757745
2940,3.1341606774210873
2950,3.1504801056190423
2960,3.1408800721907815
2970,3.143238922185333
2980,3.1486650347860405
2990,3.155317118538936
3000,3.1419611681872825
3010,3.1405527472128765
3020,3.150957097039591
3030,3.1384154720433872
3040,3.134565456667625
3050,3.147180708520681
3060,3.163249645978803
3070,3.138167589482602
3080,3.1575107598332037
3090,3.144004442798769
3100,3.1411328868989443
3110,3.1554156932233925
3120,3.1535135814782373
3130,3.146665569879143
3140,3.154448261944954
3150,3.147911168895674
3160,3.1499208277948196
3170,3.124942293724854
3180,3.145547839887936
3190,3.1374822744072755
3200,3.1356802340623147
3210,3.1155711196171674
3220,3.151186010238359
3230,3.1477449302994924
3240,3.1632724597326893
3250,3.150301795245797
3260,3.1439637229998234
3270,3.1460775440397475
3280,3.132338923680257
3290,3.154831383537378
3300,3.140392937370366
3310,3.132917357656861
3320,3.1520650119102367
3330,3.126823053020055
3340,3.1404822798407115
3350,3.119113115885661
3360,3.139425009896242
3370,3.137613324321668
3380,3.1460074324481635
3390,3.146207226720697
3400,3.1337696722300885
3410,3.1207054558242944
3420,3.1478639198281155
3430,3.130910917461455
3440,3.1331156760995036
3450,3.1217808907366194
3460,3.147074469364093
3470,3.1447919328398752
3480,3.1317248033723413
3490,3.1427527907581077
3500,3.1122185750692126
3510,3.151591032863974
3520,3.1322594999579643
3530,3.1617010680127526
3540,3.1430443943730433
3550,3.1336442168718794
3560,3.1400046697946915
3570,3.131643569822126
3580,3.1492129605558072
3590,3.1296111957912123
3600,3.154805446660472
3610,3.1433771718228787
3620,3.141836032981669
3630,3.14469273876295
3640,3.1473396660899504
3650,3.135421980980348
3660,3.1483153719711177
3670,3.15196184584235
3680,3.132226371225435
3690,3.1388018658052266
3700,3.13808739355785
3710,3.139272741316226
3720,3.147706088422172
3730,3.161160817503621
3740,3.1562716957583583
3750,3.140859175656433
3760,3.1563573643026683
3770,3.1458268995251593
3780,3.142083049541241
3790,3.1342468421956062
3800,3.1457683573770843
3810,3.1430867206339097
3820,3.1360470881202778
3830,3.133477203526488
3840,3.1521998533385203
3850,3.1472118739986716
3860,3.1323406800304876
3870,3.1375108788519133
3880,3.146455497693615
3890,3.1496181920770776
3900,3.1410515980986995
3910,3.1408811134421497
3920,3.127220397442486
3930,3.1456591933387235
3940,3.1315172097692727
3950,3.142050012173931
3960,3.1355648739899395
3970,3.1586289539709806
3980,3.117311427625724
3990,3.1284238900533707
4000,3.120628257411686
4010,3.12606702899514
4020,3.1220270384216384
4030,3.1278023097191383
4040,3.1503618824872093
4050,3.1433703623906415
4060,3.1524049297551473
4070,3.1521230453911677
4080,3.1305881960354536
4090,3.127936074353495
4100,3.130535913069146
4110,3.13808229061369
4120,3.1496892437176673
4130,3.1351987985531684
4140,3.128821773617005
4150,3.12896081426308
4160,3.142225194336392
4170,3.1417810581924708
4180,3.1495902626541645
4190,3.133887513852583
4200,3.1337306250933192
4210,3.1333555394012587
4220,3.133283226759105
4230,3.1513103925416717
4240,3.1445802077802214
4250,3.1219141974070084
4260,3.1386202997228505
4270,3.1452249153324603
4280,3.144368107982866
4290,3.1452039561557106
4300,3.137565196367674
4310,3.1452637183514343
4320,3.1487826856834533
4330,3.1401175311383485
4340,3.139679181227816
4350,3.147324705708307
4360,3.1518204226542776
4370,3.143997377052398
4380,3.146931808987984
4390,3.143803599371973
4400,3.133349424882847
4410,3.141305572876779
4420,3.1433924262579143
4430,3.1455915859612027
4440,3.1464222467525276
4450,3.143989448224286
4460,3.1425496934715476
4470,3.1507391445257937
4480,3.153455935290042
4490,3.1422750199994995
4500,3.1392207384620168
4510,3.134100629382092
4520,3.151229188283247
4530,3.1503448973964785
4540,3.138508424404846
4550,3.1413656661323675
4560,3.151954491949958
4570,3.1529739153292193
4580,3.1467844202352646
4590,3.139345672989198
4600,3.122321161646343
4610,3.1579301711932195
4620,3.14580255481536
4630,3.1335007314383105
4640,3.152603457780933
4650,3.144543102387372
4660,3.13987478867045
4670,3.147981562909967
4680,3.132148334895776
4690,3.1488794343995314
4700,3.134591958870518
4710,3.1526092868517983
4720,3.1196344652458365
4730,3.132027365143295
4740,3.1265159351387934
4750,3.136236395325695
4760,3.144880304565574
4770,3.126697509932587
4780,3.1395990558373392
4790,3.144814850195108
4800,3.11972500048027
4810,3.1390212279022163
4820,3.1441654931439698
4830,3.133335205972974
4840,3.1443791538980514
4850,3.149780498891911
4860,3.1600015353415287
4870,3.1245100164805106
4880,3.1283394183258735
4890,3.151877818246758
4900,3.1386494626864243
4910,3.126432180758863
4920,3.1501214468425283
4930,3.1324557742794896
4940,3.1584617582502963
4950,3.13985349388992
4960,3.1447465574124633
4970,3.1466576398375
4980,3.130105816023742
4990,3.1562329753599654
5000,3.130588516364335
5010,3.14477699754342
5020,3.15282595248403
5030,3.1468692623418164
5040,3.1639105720905207
5050,3.133905617108456
5060,3.143960031612443
5070,3.153662482650998
5080,3.1430920365900636
5090,3.1357606953070825
5100,3.13407641698971
5110,3.142919309244045
5120,3.148693521636314
5130,3.1441366388276233
5140,3.136982417536901
5150,3.139365714835843
5160,3.1518690984841276
5170,3.1392350834531726
5180,3.1385809801677254
5190,3.1459229722287665
5200,3.133020466278128
5210,3.126750100816881
5220,3.1512292698434416
5230,3.130457902776512
5240,3.1198169900622994
5250,3.1451029928568968
5260,3.125454926889183
5270,3.1403107170899736
5280,3.1374630174304325
5290,3.1297770107405407
5300,3.134480198720136
5310,3.153776836323011
5320,3.1473632967856418
5330,3.132488409325668
5340,3.141660300936545
5350,3.1519264630388415
5360,3.1427066681322504
5370,3.1436414431751563
5380,3.1321158321478375
5390,3.135181767475239
5400,3.1320639189259984
5410,3.1565372098857782
5420,3.145839813696323
5430,3.138852045985944
5440,3.143869767171725
5450,3.138753454550429
5460,3.1269863950179757
5470,3.141071545156914
5480,3.15592083359061
5490,3.1533154996570834
5500,3.1359231493689315
5510,3.1573417083081985
5520,3.12058533768447
5530,3.1462532190051387
5540,3.1433205079326045
5550,3.120698209142928
5560,3.1332610225063773
5570,3.136475699547882
5580,3.1435328474148347
5590,3.1635235387246685
5600,3.1396639176846435
5610,3.149862207697162
5620,3.1495590952632977
5630,3.1507726613168288
5640,3.1396279455958043
5650,3.139313953955229
5660,3.1368522684620626
5670,3.130010883895823
5680,3.1319637850732973
5690,3.1407839452922297
5700,3.1458512417889124
5710,3.1363386463835803
5720,3.162649200425549
5730,3.1369704688617137
5740,3.1515566981657512
5750,3.1428461689131484
5760,3.1494520115619182
5770,3.145514693022793
5780,3.135935791040443
5790,3.1403622263705446
5800,3.140779553664663
5810,3.135212066441689
5820,3.151226966250876
5830,3.1419994144370866
5840,3.145922865630323
5850,3.133965408661617
5860,3.141758442459457
5870,3.147737125532721
5880,3.1346241657956737
5890,3.157487034218551
5900,3.133628338745864
5910,3.1449311507910003
5920,3.1479377391047154
5930,3.1307728177621477
5940,3.143315236590677
5950,3.1307517566450285
5960,3.1348841630010886
5970,3.142029263338044
5980,3.139384229108099
5990,3.1373258463655116
6000,3.1320364633366093
6010,3.133939815257545
6020,3.1419376625794255
6030,3.1401329215177025
6040,3.1341267270301683
6050,3.1376969060248836
6060,3.132003045934284
6070,3.14066570894077
6080,3.152239665603939
6090,3.147495216972503
6100,3.1473509897878134
6110,3.1435342018385626
6120,3.153773610615254
6130,3.1591547179516413
6140,3.133143680249733
6150,3.1474049499560817
6160,3.1269423696228493
6170,3.142107024267271
6180,3.1364574944999415
6190,3.1388827054467225
6200,3.141975638140777
6210,3.1376335612589368
6220,3.127679512423306
6230,3.1400332193472873
6240,3.1365037861707012
6250,3.1351788286854974
6260,3.151326975193179
6270,3.1481888822441606
6280,3.1494043668880045
6290,3.132276627388964
6300,3.145140946603562
6310,3.154992551583507
6320,3.142351031122552
6330,3.1493691029802493
6340,3.135968506951693
6350,3.1346017341391916
6360,3.1488871762658674
6370,3.1418742315329524
6380,3.13955271344628
6390,3.1363787386322435
6400,3.1492743401967584
6410,3.146315302568266
6420,3.1442789594483256
6430,3.1544893103331777
6440,3.136279409229477
6450,3.149422843440063
6460,3.1375016483419405
6470,3.15301190395579
6480,3.137521045664388
6490,3.1555820646292663
6500,3.1434829356567384
6510,3.150902986412622
6520,3.1441597681968223
6530,3.1492415615264653
6540,3.1468360813388414
6550,3.132216557166251
6560,3.1529369839294796
6570,3.151430863801614
6580,3.146744366900306
6590,3.1492755295531847
6600,3.134066130558134
6610,3.141680770087461
6620,3.1400674375905266
6630,3.1519587166032643
6640,3.142818113428293
6650,3.142137782244549
6660,3.1578350541683746
6670,3.1419303223100234
6680,3.1457506600272787
6690,3.135567894711964
6700,3.1425590518993456
6710,3.13643839256865
6720,3.1422565177830095
6730,3.133452536483839
6740,3.136526107326927
6750,3.137213167320706
6760,3.127894322574187
6770,3.1499021421981994
6780,3.14521391230429
6790,3.1309878648552805
6800,3.132787691136269
6810,3.1425672236993294
6820,3.14240984373968
6830,3.142652225001033
6840,3.1475787146375795
6850,3.129584326256181
6860,3.1340128120724344
6870,3.133662891882524
6880,3.156187199264464
6890,3.1313860160043507
6900,3.1469493371559776
6910,3.1405774584956165
6920,3.1536991680333024
6930,3.1431670145245185
6940,3.135781338990321
6950,3.1332938047196537
6960,3.139833779187029
6970,3.1274288348177013
6980,3.145785377609733
6990,3.138461341015784
7000,3.1443351890613704
7010,3.1393957060918036
7020,3.132318958928496
7030,3.1345486803621756
7040,3.143400390976801
7050,3.136726275298379
7060,3.139646991131858
7070,3.1312249255309377
7080,3.1444550840445236
7090,3.131984511857396
7100,3.1404224259657036
7110,3.134153789951925
7120,3.1356672348847567
7130,3.149179813704984
7140,3.154325341387129
7150,3.1314978776547346
7160,3.129878385604141
7170,3.1226271198501014
7180,3.133432539333252
7190,3.151813641928413
7200,3.138634622559799
7210,3.1418684811724336
7220,3.1466703829280482
7230,3.136674924261194
7240,3.133411459094154
7250,3.1269777740408156
7260,3.1436304819596286
7270,3.137187361097674
7280,3.1420678601365255
7290,3.1354824977237734
7300,3.1256399852492036
7310,3.1442341199472064
7320,3.147823626602599
7330,3.142664923742845
7340,3.1383543334278285
7350,3.1571413869740845
7360,3.1341386619301534
7370,3.134235480264998
7380,3.1439611405517445
7390,3.142159901448434
7400,3.1448068734407997
7410,3.1454790363738514
7420,3.151599275578864
7430,3.1382472850044754
7440,3.134046888520675
7450,3.1444320540009105
7460,3.1353250511204656
7470,3.1397778773125373
7480,3.1468855423478272
7490,3.1402031640996855
7500,3.1402384593235304
7510,3.158883814169305
7520,3.131216362371469
7530,3.145311559293667
7540,3.129505587304516
7550,3.1464534279926264
7560,3.1361872048522152
7570,3.1376283124172613
7580,3.1371815337759448
7590,3.134180908613684
7600,3.1422749711074567
7610,3.1505232968247694
7620,3.1425470786975827
7630,3.135056845314155
7640,3.1493194493749086
7650,3.134618599910799
7660,3.137999748942775
7670,3.1378755352962235
7680,3.144853886582722
7690,3.142011212528727
7700,3.14545666549728
7710,3.1523408949214673
7720,3.1360158571156456
7730,3.1559571748309976
7740,3.1466876325632063
7750,3.1425477920618095
7760,3.1502729925209225
7770,3.1513371115527455
7780,3.1468577961161257
7790,3.1386379761381904
7800,3.151492418127381
7810,3.1356905119617853
7820,3.1429730177604105
7830,3.1428592357411755
7840,3.141104834332661
7850,3.1466773280935922
7860,3.1422480015259637
7870,3.1424483076747687
7880,3.1480147313727147
7890,3.147563466026039
7900,3.1401420024250197
7910,3.1386870434192335
7920,3.144066371358418
7930,3.1735464949678107
7940,3.1431888562787216
7950,3.1418408610357775
7960,3.139900747104439
7970,3.1475067201199836
7980,3.1354756457490947
7990,3.1439727549949947
8000,3.1481567096716536
8010,3.1448653940213673
8020,3.150289526615946
8030,3.1367788139384785
8040,3.127073227470704
8050,3.140931588525329
8060,3.144176846653459
8070,3.1524599537668294
8080,3.139608942592082
8090,3.137986815818718
8100,3.1427737916731884
8110,3.1505896349878113
8120,3.1356696882861663
8130,3.137486374923992
8140,3.150844507699221
8150,3.128957665200247
8160,3.134542939006414
8170,3.1323708388774394
8180,3.131485069153472
8190,3.1453019761852348
8200,3.1353177679675213
8210,3.137551630505035
8220,3.1340699431024737
8230,3.1381086055926
8240,3.140377680296111
8250,3.1419439393597988
8260,3.1491968419725174
8270,3.153235085731972
8280,3.1442660024264693
8290,3.1368617746630334
8300,3.133828862850214
8310,3.1409072322130727
8320,3.133752197624299
8330,3.145961637993755
8340,3.128441148167074
8350,3.1535770267194545
8360,3.133557968192331
8370,3.13401352318572
8380,3.1332571462293
8390,3.156584978898143
8400,3.143341783115921
8410,3.1360365367378624
8420,3.123903656355267
8430,3.149156056290599
8440,3.1427276833952607
8450,3.1400334221358635
8460,3.1254181920387456
8470,3.1452002049324568
8480,3.147637408148409
8490,3.1331744630746297
8500,3.147372500268172
8510,3.1381588734089045
8520,3.1434016261153066
8530,3.12904757524238
8540,3.1409678117695536
8550,3.1355556657221135
8560,3.151903393643028
8570,3.1486793480118593
8580,3.1437749258523886
8590,3.1637290539985643
8600,3.141432230040131
8610,3.1458781792282333
8620,3.1407000301633694
8630,3.13874349049423
8640,3.144089126304479
8650,3.1301074295652214
8660,3.1327269309066264
8670,3.1387295087327614
8680,3.145275139151104
8690,3.1375992570378592
8700,3.1404124254129955
8710,3.1384687926037844
8720,3.1589902060221036
8730,3.138617661238548
8740,3.141166563889458
8750,3.13445367033801
8760,3.151259171954821
8770,3.1287900045845887
8780,3.1424696338108675
8790,3.139730458884236
8800,3.1368469079762504
8810,3.133521843583908
8820,3.1400791454511
8830,3.1363295165537832
8840,3.1432547659779364
8850,3.1378385588206408
8860,3.1277998487206538
8870,3.142090199081824
8880,3.138609324195045
8890,3.1453253947902167
8900,3.1402690987737674
8910,3.139079057009105
8920,3.133042204659333
8930,3.1412145218922065
8940,3.1358729631477407
8950,3.157231141212336
8960,3.14445413281968
8970,3.1293472945871423
8980,3.138804815015523
8990,3.13817267860039
9000,3.144107223751615
9010,3.1343575619244355
9020,3.1368318991229462
9030,3.140357255768865
9040,3.139279710050477
9050,3.137088562466687
9060,3.134401621914846
9070,3.1334127837456918
9080,3.139963631751859
9090,3.144068821212814
9100,3.145124787424257
9110,3.1549222113823405
9120,3.1480348170295134
9130,3.143236727493378
9140,3.1421632388824206
9150,3.135428179832051
9160,3.137947112598109
9170,3.1432433358174285
9180,3.145185221505353
9190,3.1494405073105693
9200,3.1355562758643987
9210,3.1408095557534113
9220,3.1554594080499396
9230,3.1454106368945625
9240,3.1404223136472087
9250,3.1470151073174586
9260,3.1324593320827296
9270,3.140625092626823
9280,3.130620699815751
9290,3.136743749892778
9300,3.1317877312374596
9310,3.13812383810452
9320,3.129714358215771
9330,3.148198477746533
9340,3.1449514424097686
9350,3.143180022320356
9360,3.1409747626754636
9370,3.1459647264583235
9380,3.1501227416925524
9390,3.1510162217183137
9400,3.1365678444756258
9410,3.142195900353531
9420,3.1390621200012627
9430,3.135494201538551
9440,3.137272137392023
9450,3.137246947511856
9460,3.1448413515110754
9470,3.1414744999524213
9480,3.1400366499676493
9490,3.1447666019857916
9500,3.1555467409617814
9510,3.1273814230909687
9520,3.1408444321820643
9530,3.140503560739232
9540,3.1353840189402438
9550,3.13831279608638
9560,3.136432999298562
9570,3.144706515863544
9580,3.1329159077143007
9590,3.1354060144599294
9600,3.129704720560971
9610,3.1548094902104293
9620,3.1400085929571073
9630,3.146574274331386
9640,3.1579566929346083
9650,3.141510888884845
9660,3.1488529016068556
9670,3.1402276810124183
9680,3.142196376911925
9690,3.1368059182263743
9700,3.1462975964849864
9710,3.140986020453601
9720,3.1478626405567445
9730,3.1509074735994207
9740,3.1367836495300856
9750,3.1364624699009123
9760,3.137560454225425
9770,3.1486673085613806
9780,3.132202111279317
9790,3.1317179205906824
9800,3.1476265994032526
9810,3.149695787005037
9820,3.1538532222954156
9830,3.137274436693794
9840,3.1493535891226285
9850,3.1482608179513596
9860,3.1380504866982943
9870,3.1507216077589226
9880,3.145279700083967
9890,3.1428779536748688
9900,3.1355984403939523
9910,3.149459897357735
9920,3.1440883174417014
9930,3.145300611290861
9940,3.1300119770417894
9950,3.1465902366671554
9960,3.1435983224269934
9970,3.14663453711789
9980,3.1434926136449906
9990,3.1455469342339892
10000,3.1510846429313184
10010,3.1320629491689473
10020,3.1387889531941
10030,3.1421284387812642
10040,3.1519379997763584
10050,3.146104336158875
10060,3.1438569735167343
10070,3.1356456221175364
10080,3.14018873152567
10090,3.1384764643580474
10100,3.1552351783015324
10110,3.140484193898279
10120,3.1443016280129226
10130,3.134705958636871
10140,3.1427858668429
10150,3.1428291394817562
10160,3.153313425400555
10170,3.1323468476292513
10180,3.1438417028373586
10190,3.1444300913838266
10200,3.1380913765684118
10210,3.1536113147192846
10220,3.1498401038675232
10230,3.1492704335871533
10240,3.142575993413447
10250,3.137907508089749
10260,3.1481353560796137
10270,3.144780621528378
10280,3.1340163412875377
10290,3.1543076221596382
10300,3.1280536180595506
10310,3.1427178327040326
10320,3.1441135595999326
10330,3.141388430739946
10340,3.146564213273815
10350,3.1370820594352775
10360,3.141838328512985
10370,3.138735172179734
10380,3.1431104580737896
10390,3.1370435065737596
10400,3.1424076369341583
10410,3.1404058447466032
10420,3.136562374557743
10430,3.1256323700618793
10440,3.1413053583481902
10450,3.1446222999452087
10460,3.147535630885434
10470,3.1450673908141007
10480,3.148467383147669
10490,3.1410384774799143
10500,3.133624330038853
10510,3.138162555986382
10520,3.1425966631391025
10530,3.143047334452912
10540,3.1303998782827014
10550,3.128354085847125
10560,3.143201724989929
10570,3.1453089455995156
10580,3.1418085971555225
10590,3.150109100023333
10600,3.148468782069177
10610,3.1313002151204343
10620,3.13693950644248
10630,3.1456403207331496
10640,3.142461333308746
10650,3.1459263462798086
10660,3.1428778798502
10670,3.1362988153253677
10680,3.1407600808123246
10690,3.1411699844923593
10700,3.1484507997252402
10710,3.134067561612121
10720,3.138897431600947
10730,3.1455783611891595
10740,3.133159833205009
10750,3.1410690262217478
10760,3.137303026733833
10770,3.138204913909247
10780,3.1393974368863793
10790,3.138942760020688
10800,3.1490896920674425
10810,3.1462468421014433
10820,3.140926817472188
10830,3.1375059817922226
10840,3.1416758447991935
10850,3.145488459185619
10860,3.1326262180111852
10870,3.1422069859880546
10880,3.1470183821992532
10890,3.1364418337397573
10900,3.1561918642074946
10910,3.1479321837589525
10920,3.1366980213879874
10930,3.1482583609014014
10940,3.152629303843754
10950,3.1470267840586934
10960,3.153930071452397
10970,3.1360002643807783
10980,3.140032937865669
10990,3.147211306837338
11000,3.1442216996868773
11010,3.127264845340282
11020,3.147633868118668
11030,3.144214389736224
11040,3.133841407330767
11050,3.1229877280639013
11060,3.147994649179193
11070,3.1354853987398483
11080,3.1367551922593417
11090,3.152074400179523
11100,3.1373037953943506
11110,3.1420185018652007
11120,3.1527202950646425
11130,3.142514159801452
11140,3.133378236944047
11150,3.138391582983323
11160,3.136835792731635
11170,3.1424644400502832
11180,3.1416456176758554
11190,3.1455589979931022
11200,3.1531542207072505
11210,3.136188254734167
11220,3.1451742342621642
11230,3.132456454208668
11240,3.1363822343713377
11250,3.1488148709905524
11260,3.146429717324034
11270,3.137475838390826
11280,3.1391687016024914
11290,3.1421091626072686
11300,3.1347304560511677
11310,3.135941734299505
11320,3.1379806016751477
11330,3.138100196963807
11340,3.150435352225002
11350,3.1341799491734332
11360,3.138813643624608
11370,3.1416726148478995
11380,3.138348413918089
11390,3.132861499534268
11400,3.1555050613669184
11410,3.135539476135999
11420,3.1368125483146616
11430,3.1466712325554806
11440,3.1367096177995935
11450,3.1404981917740997
11460,3.136666879133831
11470,3.140136916309718
11480,3.1423945053480766
11490,3.1438752738607456
11500,3.1427759784865223
11510,3.129600681016713
11520,3.1433650284850323
11530,3.134017125433958
11540,3.146941556983881
11550,3.1494148734983867
11560,3.1447528769711273
11570,3.1461523781181953
11580,3.143251496204503
11590,3.143236024363203
11600,3.142883315491152
11610,3.136741353231189
11620,3.141553391646825
11630,3.1420201803272474
11640,3.138840880092709
11650,3.137886255849719
11660,3.1405976544161893
11670,3.1385982469946923
11680,3.1410181404020476
11690,3.144674620732593
11700,3.1464982160801034
11710,3.140623031520231
11720,3.1397901573035654
11730,3.139069192396274
11740,3.140164836217257
11750,3.1464715722951824
11760,3.135473194433324
11770,3.138768627312947
11780,3.138196352328497
11790,3.1476911023495444
11800,3.147565362047007
11810,3.1390328729379817
11820,3.1373896815742026
11830,3.1420279726713023
11840,3.139086615936208
11850,3.1385503123323497
11860,3.142009492458611
11870,3.1365163008226657
11880,3.1446777938259247
11890,3.143624486287833
11900,3.1454705991054577
11910,3.13240980848967
11920,3.1400686736865513
11930,3.1400229784917815
11940,3.1446452256872206
11950,3.1441103837599864
11960,3.151058472637795
11970,3.1486418862333165
11980,3.1383842365813677
11990,3.1405681557894587
12000,3.1304068346515237
12010,3.149926726976518
12020,3.1414587141980577
12030,3.1498174015933427
12040,3.1478925848719133
12050,3.138215245400196
12060,3.140218272114178
12070,3.1359390605288247
12080,3.1520761128374972
12090,3.130037649481873
12100,3.1405742352474597
12110,3.1369648548056888
12120,3.1410810061425636
12130,3.136399687461175
12140,3.1399317042147703
12150,3.141432891878771
12160,3.141943007907122
12170,3.1403276135474147
12180,3.1379586432002853
12190,3.141899014265552
